,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Soma,Divsqmax,Divsqmin,Divmedia
459,1927.0,11.0,5.0,30.0,31.0,13.0,19.0,109.0,0.3159420289855073,5.190476190476191,0.626023564734783
460,1935.0,24.0,17.0,10.0,1.0,3.0,23.0,78.0,0.22608695652173913,3.7142857142857144,0.44798016559002823
461,1937.0,10.0,29.0,24.0,43.0,6.0,55.0,167.0,0.48405797101449277,7.9523809523809526,0.959137021199163
462,1941.0,38.0,1.0,9.0,48.0,49.0,24.0,169.0,0.48985507246376814,8.047619047619047,0.9706236921117278
463,1953.0,45.0,29.0,42.0,9.0,43.0,26.0,194.0,0.5623188405797102,9.238095238095237,1.114207078518788
464,1957.0,23.0,47.0,29.0,2.0,14.0,22.0,137.0,0.39710144927536234,6.523809523809524,0.7868369575106906
465,1965.0,28.0,26.0,55.0,38.0,48.0,35.0,230.0,0.6666666666666666,10.952380952380953,1.320967154944955
466,1974.0,19.0,57.0,38.0,54.0,4.0,27.0,199.0,0.5768115942028985,9.476190476190476,1.1429237558002001
467,1975.0,8.0,24.0,47.0,26.0,11.0,57.0,173.0,0.5014492753623189,8.238095238095237,0.9935970339368575
468,1977.0,28.0,3.0,32.0,34.0,37.0,16.0,150.0,0.43478260869565216,7.142857142857143,0.861500318442362
469,1979.0,38.0,23.0,45.0,32.0,29.0,22.0,189.0,0.5478260869565217,9.0,1.085490401237376
470,1982.0,46.0,24.0,20.0,4.0,50.0,14.0,158.0,0.4579710144927536,7.523809523809524,0.9074470020926213
471,1983.0,14.0,22.0,6.0,5.0,10.0,36.0,93.0,0.26956521739130435,4.428571428571429,0.5341301974342644
472,1992.0,21.0,11.0,13.0,53.0,54.0,5.0,157.0,0.45507246376811594,7.476190476190476,0.9017036666363388
473,2000.0,6.0,37.0,34.0,10.0,3.0,17.0,107.0,0.3101449275362319,5.095238095238095,0.6145368938222182
474,2004.0,45.0,35.0,1.0,23.0,5.0,14.0,123.0,0.3565217391304348,5.857142857142857,0.7064302611227368
475,2015.0,18.0,58.0,32.0,39.0,27.0,17.0,191.0,0.553623188405797,9.095238095238095,1.096977072149941
476,2023.0,23.0,56.0,8.0,7.0,1.0,6.0,101.0,0.2927536231884058,4.809523809523809,0.5800768810845237
477,2028.0,7.0,42.0,58.0,36.0,24.0,11.0,178.0,0.5159420289855072,8.476190476190476,1.0223137112182696
478,2030.0,38.0,4.0,58.0,40.0,27.0,59.0,226.0,0.6550724637681159,10.761904761904763,1.2979938131198254
479,2033.0,40.0,10.0,18.0,33.0,38.0,43.0,182.0,0.527536231884058,8.666666666666666,1.0452870530433993
480,2034.0,7.0,56.0,22.0,13.0,6.0,17.0,121.0,0.3507246376811594,5.761904761904762,0.694943590210172
481,2041.0,10.0,12.0,54.0,42.0,22.0,25.0,165.0,0.4782608695652174,7.857142857142857,0.9476503502865982
482,2045.0,27.0,46.0,15.0,25.0,50.0,45.0,208.0,0.6028985507246377,9.904761904761905,1.194613774906742
483,2052.0,57.0,50.0,56.0,51.0,58.0,59.0,331.0,0.9594202898550724,15.761904761904763,1.9010440360294787
484,2062.0,8.0,15.0,34.0,25.0,10.0,23.0,115.0,0.3333333333333333,5.476190476190476,0.6604835774724775
485,2066.0,27.0,55.0,35.0,6.0,25.0,45.0,193.0,0.5594202898550724,9.19047619047619,1.1084637430625057
486,2074.0,42.0,8.0,18.0,37.0,58.0,23.0,186.0,0.5391304347826087,8.857142857142858,1.0682603948685288
487,2077.0,37.0,13.0,16.0,26.0,39.0,35.0,166.0,0.4811594202898551,7.904761904761905,0.9533936857428806
488,2081.0,40.0,42.0,13.0,18.0,35.0,41.0,189.0,0.5478260869565217,9.0,1.085490401237376
489,2082.0,25.0,33.0,42.0,49.0,6.0,48.0,203.0,0.5884057971014492,9.666666666666666,1.1658970976253298
490,2087.0,19.0,18.0,53.0,34.0,2.0,23.0,149.0,0.4318840579710145,7.095238095238095,0.8557569829860796
491,2088.0,24.0,3.0,27.0,38.0,14.0,56.0,162.0,0.46956521739130436,7.714285714285714,0.930420343917751
492,2091.0,12.0,11.0,10.0,59.0,38.0,37.0,167.0,0.48405797101449277,7.9523809523809526,0.959137021199163
493,2100.0,1.0,35.0,13.0,11.0,10.0,49.0,119.0,0.34492753623188405,5.666666666666667,0.6834569192976072
494,2110.0,25.0,33.0,10.0,12.0,18.0,5.0,103.0,0.2985507246376812,4.904761904761905,0.5915635519970885
495,2118.0,41.0,11.0,12.0,46.0,20.0,40.0,170.0,0.4927536231884058,8.095238095238095,0.9763670275680102
496,2121.0,37.0,8.0,17.0,29.0,10.0,40.0,141.0,0.40869565217391307,6.714285714285714,0.8098102993358203
497,2131.0,28.0,18.0,20.0,6.0,2.0,3.0,77.0,0.22318840579710145,3.6666666666666665,0.4422368301337458
498,2135.0,23.0,48.0,59.0,28.0,40.0,9.0,207.0,0.6,9.857142857142858,1.1888704394504594
499,2150.0,38.0,24.0,23.0,26.0,42.0,49.0,202.0,0.5855072463768116,9.619047619047619,1.1601537621690474
500,2153.0,13.0,28.0,31.0,8.0,33.0,32.0,145.0,0.42028985507246375,6.904761904761905,0.8327836411609499
501,2161.0,24.0,10.0,8.0,44.0,9.0,42.0,137.0,0.39710144927536234,6.523809523809524,0.7868369575106906
502,2165.0,56.0,49.0,54.0,43.0,5.0,37.0,244.0,0.7072463768115942,11.619047619047619,1.4013738513329088
503,2168.0,37.0,25.0,29.0,4.0,1.0,27.0,123.0,0.3565217391304348,5.857142857142857,0.7064302611227368
504,2171.0,19.0,12.0,13.0,36.0,55.0,44.0,179.0,0.518840579710145,8.523809523809524,1.028057046674552
